Track ID,Track name,Artist name,Popularity,Release year,Category,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,duration
20Sbru7Nl35TJsXkSjE0GY,Love,Nipsey Hussle,45,2013,Love,0.489,0.645,8,-9.272,0,0.436,0.00194,1.69e-06,0.098,0.666,164.106,audio_features,20Sbru7Nl35TJsXkSjE0GY,spotify:track:20Sbru7Nl35TJsXkSjE0GY,https://api.spotify.com/v1/tracks/20Sbru7Nl35TJsXkSjE0GY,https://api.spotify.com/v1/audio-analysis/20Sbru7Nl35TJsXkSjE0GY,164762,4,2.75
6CcJMwBtXByIz4zQLzFkKc,i love you,Billie Eilish,80,2019,Love,0.421,0.131,0,-18.435,1,0.0382,0.952,0.00453,0.109,0.12,137.446,audio_features,6CcJMwBtXByIz4zQLzFkKc,spotify:track:6CcJMwBtXByIz4zQLzFkKc,https://api.spotify.com/v1/tracks/6CcJMwBtXByIz4zQLzFkKc,https://api.spotify.com/v1/audio-analysis/6CcJMwBtXByIz4zQLzFkKc,291796,4,4.86
2JCFm7pOuEP0cItCq6t3bd,Love,BUNT.,53,2023,Love,0.579,0.914,3,-9.108,0,0.0535,0.226,0.162,0.211,0.361,131.979,audio_features,2JCFm7pOuEP0cItCq6t3bd,spotify:track:2JCFm7pOuEP0cItCq6t3bd,https://api.spotify.com/v1/tracks/2JCFm7pOuEP0cItCq6t3bd,https://api.spotify.com/v1/audio-analysis/2JCFm7pOuEP0cItCq6t3bd,170568,4,2.84
7ByxizhA4GgEf7Sxomxhze,All My Love,Noah Kahan,81,2022,Love,0.637,0.651,2,-7.089,1,0.0521,0.32,0.0,0.0938,0.485,115.926,audio_features,7ByxizhA4GgEf7Sxomxhze,spotify:track:7ByxizhA4GgEf7Sxomxhze,https://api.spotify.com/v1/tracks/7ByxizhA4GgEf7Sxomxhze,https://api.spotify.com/v1/audio-analysis/7ByxizhA4GgEf7Sxomxhze,251511,4,4.19
11da2dMQkeFZixxHZJYs6m,Love,Keyshia Cole,51,2021,Love,0.691,0.517,2,-4.271,0,0.0285,0.0486,0.0,0.098,0.333,116.672,audio_features,11da2dMQkeFZixxHZJYs6m,spotify:track:11da2dMQkeFZixxHZJYs6m,https://api.spotify.com/v1/tracks/11da2dMQkeFZixxHZJYs6m,https://api.spotify.com/v1/audio-analysis/11da2dMQkeFZixxHZJYs6m,255173,4,4.25
08Isz2ETWSBhvIl8UpKYsp,No Love,Shubh,75,2022,Love,0.768,0.487,4,-8.936,0,0.0431,0.24,0.0,0.175,0.722,137.034,audio_features,08Isz2ETWSBhvIl8UpKYsp,spotify:track:08Isz2ETWSBhvIl8UpKYsp,https://api.spotify.com/v1/tracks/08Isz2ETWSBhvIl8UpKYsp,https://api.spotify.com/v1/audio-analysis/08Isz2ETWSBhvIl8UpKYsp,170388,4,2.84
5zgOQGcG0oTDUQVc45q1BY,Love,Kouz1,65,2023,Love,0.709,0.689,11,-5.615,1,0.0818,0.528,0.0147,0.111,0.523,100.972,audio_features,5zgOQGcG0oTDUQVc45q1BY,spotify:track:5zgOQGcG0oTDUQVc45q1BY,https://api.spotify.com/v1/tracks/5zgOQGcG0oTDUQVc45q1BY,https://api.spotify.com/v1/audio-analysis/5zgOQGcG0oTDUQVc45q1BY,191827,4,3.2
4y5bvROuBDPr5fuwXbIBZR,Paper Rings,Taylor Swift,83,2019,Love,0.811,0.719,9,-6.553,1,0.0497,0.0129,1.36e-05,0.0742,0.865,103.979,audio_features,4y5bvROuBDPr5fuwXbIBZR,spotify:track:4y5bvROuBDPr5fuwXbIBZR,https://api.spotify.com/v1/tracks/4y5bvROuBDPr5fuwXbIBZR,https://api.spotify.com/v1/audio-analysis/4y5bvROuBDPr5fuwXbIBZR,222400,4,3.71
22m0AHRrRr6eH5EHxELSUV,Love,Shuki Diamonds,41,2023,Love,0.608,0.679,1,-8.47,1,0.0458,0.0929,0.00088,0.738,0.703,100.005,audio_features,22m0AHRrRr6eH5EHxELSUV,spotify:track:22m0AHRrRr6eH5EHxELSUV,https://api.spotify.com/v1/tracks/22m0AHRrRr6eH5EHxELSUV,https://api.spotify.com/v1/audio-analysis/22m0AHRrRr6eH5EHxELSUV,143602,4,2.39
7s5VQqrjBtrBgZL4pEa46S,Romantic Lover,Eyedress,83,2020,Love,0.658,0.447,9,-9.299,0,0.0869,0.701,0.924,0.198,0.538,184.316,audio_features,7s5VQqrjBtrBgZL4pEa46S,spotify:track:7s5VQqrjBtrBgZL4pEa46S,https://api.spotify.com/v1/tracks/7s5VQqrjBtrBgZL4pEa46S,https://api.spotify.com/v1/audio-analysis/7s5VQqrjBtrBgZL4pEa46S,86739,4,1.45
5eDpB30zICt0Dkl13irQuY,Love,Damdamgugu,46,2021,Love,0.708,0.434,1,-7.187,1,0.0275,0.364,0.38,0.104,0.318,97.935,audio_features,5eDpB30zICt0Dkl13irQuY,spotify:track:5eDpB30zICt0Dkl13irQuY,https://api.spotify.com/v1/tracks/5eDpB30zICt0Dkl13irQuY,https://api.spotify.com/v1/audio-analysis/5eDpB30zICt0Dkl13irQuY,231000,4,3.85
2wGSgTmgSF3xjRrHkTc25R,Hate It Or Love It,The Game,83,2005,Love,0.802,0.785,9,-4.781,1,0.207,0.14,0.0,0.123,0.435,99.998,audio_features,2wGSgTmgSF3xjRrHkTc25R,spotify:track:2wGSgTmgSF3xjRrHkTc25R,https://api.spotify.com/v1/tracks/2wGSgTmgSF3xjRrHkTc25R,https://api.spotify.com/v1/audio-analysis/2wGSgTmgSF3xjRrHkTc25R,206400,4,3.44
21kdeNutBDCKrd2LCSvvNX,Love,The Sundays,40,1992,Love,0.411,0.807,7,-10.782,1,0.0454,0.108,0.000192,0.0788,0.7,187.807,audio_features,21kdeNutBDCKrd2LCSvvNX,spotify:track:21kdeNutBDCKrd2LCSvvNX,https://api.spotify.com/v1/tracks/21kdeNutBDCKrd2LCSvvNX,https://api.spotify.com/v1/audio-analysis/21kdeNutBDCKrd2LCSvvNX,272907,4,4.55
0WoFs3EdGOx58yX5BtXvOa,Your Love,The Outfield,80,1985,Love,0.578,0.654,1,-12.421,0,0.0562,0.121,3.62e-06,0.0673,0.621,129.513,audio_features,0WoFs3EdGOx58yX5BtXvOa,spotify:track:0WoFs3EdGOx58yX5BtXvOa,https://api.spotify.com/v1/tracks/0WoFs3EdGOx58yX5BtXvOa,https://api.spotify.com/v1/audio-analysis/0WoFs3EdGOx58yX5BtXvOa,216467,4,3.61
0wOwHVBQuObCwXrAG6oap0,Love,Augan,55,2023,Love,0.413,0.545,8,-12.199,1,0.113,0.611,0.912,0.076,0.0546,119.053,audio_features,0wOwHVBQuObCwXrAG6oap0,spotify:track:0wOwHVBQuObCwXrAG6oap0,https://api.spotify.com/v1/tracks/0wOwHVBQuObCwXrAG6oap0,https://api.spotify.com/v1/audio-analysis/0wOwHVBQuObCwXrAG6oap0,236283,4,3.94
5IVuqXILoxVWvWEPm82Jxr,Crazy In Love (feat. Jay-Z),Beyoncé,81,2003,Love,0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99.165,audio_features,5IVuqXILoxVWvWEPm82Jxr,spotify:track:5IVuqXILoxVWvWEPm82Jxr,https://api.spotify.com/v1/tracks/5IVuqXILoxVWvWEPm82Jxr,https://api.spotify.com/v1/audio-analysis/5IVuqXILoxVWvWEPm82Jxr,236133,4,3.94
2peHyuWwcc2Jtg6h9Xomu1,Love,We Are Messengers,39,2019,Love,0.779,0.886,0,-4.583,1,0.135,0.274,0.0,0.962,0.744,144.021,audio_features,2peHyuWwcc2Jtg6h9Xomu1,spotify:track:2peHyuWwcc2Jtg6h9Xomu1,https://api.spotify.com/v1/tracks/2peHyuWwcc2Jtg6h9Xomu1,https://api.spotify.com/v1/audio-analysis/2peHyuWwcc2Jtg6h9Xomu1,177320,4,2.96
1fzAuUVbzlhZ1lJAx9PtY6,Daylight,Taylor Swift,83,2019,Love,0.557,0.496,0,-9.602,1,0.0563,0.808,0.000173,0.0772,0.265,149.983,audio_features,1fzAuUVbzlhZ1lJAx9PtY6,spotify:track:1fzAuUVbzlhZ1lJAx9PtY6,https://api.spotify.com/v1/tracks/1fzAuUVbzlhZ1lJAx9PtY6,https://api.spotify.com/v1/audio-analysis/1fzAuUVbzlhZ1lJAx9PtY6,293453,4,4.89
3ieYbUAeEknL78oe4mcyBP,Love,EKKSTACY,44,2020,Love,0.719,0.247,0,-13.01,1,0.0315,0.805,0.00137,0.083,0.437,115.251,audio_features,3ieYbUAeEknL78oe4mcyBP,spotify:track:3ieYbUAeEknL78oe4mcyBP,https://api.spotify.com/v1/tracks/3ieYbUAeEknL78oe4mcyBP,https://api.spotify.com/v1/audio-analysis/3ieYbUAeEknL78oe4mcyBP,183390,4,3.06
6JRLFiX9NJSoRRKxowlBYr,Is This Love,Bob Marley & The Wailers,81,1978,Love,0.776,0.559,6,-8.375,0,0.103,0.11,0.0,0.0671,0.758,122.242,audio_features,6JRLFiX9NJSoRRKxowlBYr,spotify:track:6JRLFiX9NJSoRRKxowlBYr,https://api.spotify.com/v1/tracks/6JRLFiX9NJSoRRKxowlBYr,https://api.spotify.com/v1/audio-analysis/6JRLFiX9NJSoRRKxowlBYr,232200,4,3.87
1L6YNFDSQa8UjX7vzPXXD4,Love,Mos Def,44,1999,Love,0.695,0.643,1,-7.968,1,0.377,0.0454,0.0,0.525,0.371,94.895,audio_features,1L6YNFDSQa8UjX7vzPXXD4,spotify:track:1L6YNFDSQa8UjX7vzPXXD4,https://api.spotify.com/v1/tracks/1L6YNFDSQa8UjX7vzPXXD4,https://api.spotify.com/v1/audio-analysis/1L6YNFDSQa8UjX7vzPXXD4,263200,4,4.39
1qosh64U6CR5ki1g1Rf2dZ,Love Lee,AKMU,75,2023,Love,0.914,0.532,5,-6.6,0,0.0734,0.453,4.57e-06,0.169,0.706,100.029,audio_features,1qosh64U6CR5ki1g1Rf2dZ,spotify:track:1qosh64U6CR5ki1g1Rf2dZ,https://api.spotify.com/v1/tracks/1qosh64U6CR5ki1g1Rf2dZ,https://api.spotify.com/v1/audio-analysis/1qosh64U6CR5ki1g1Rf2dZ,179683,4,2.99
3E7SFhUUqvbUEgHVkdstOF,Love,Kenny Loggins,39,1994,Love,0.244,0.0573,0,-22.532,1,0.0357,0.964,0.0125,0.107,0.108,168.219,audio_features,3E7SFhUUqvbUEgHVkdstOF,spotify:track:3E7SFhUUqvbUEgHVkdstOF,https://api.spotify.com/v1/tracks/3E7SFhUUqvbUEgHVkdstOF,https://api.spotify.com/v1/audio-analysis/3E7SFhUUqvbUEgHVkdstOF,305987,4,5.1
0Q5VnK2DYzRyfqQRJuUtvi,LOVE DIVE,IVE,77,2022,Love,0.703,0.709,1,-4.169,0,0.0433,0.00379,5.43e-05,0.333,0.538,117.941,audio_features,0Q5VnK2DYzRyfqQRJuUtvi,spotify:track:0Q5VnK2DYzRyfqQRJuUtvi,https://api.spotify.com/v1/tracks/0Q5VnK2DYzRyfqQRJuUtvi,https://api.spotify.com/v1/audio-analysis/0Q5VnK2DYzRyfqQRJuUtvi,177187,4,2.95
76dStkCUHrgLqAExBXZvEA,Love,Gojira,44,2001,Love,0.425,0.63,9,-6.214,1,0.05,3.95e-05,0.442,0.355,0.142,102.936,audio_features,76dStkCUHrgLqAExBXZvEA,spotify:track:76dStkCUHrgLqAExBXZvEA,https://api.spotify.com/v1/tracks/76dStkCUHrgLqAExBXZvEA,https://api.spotify.com/v1/audio-analysis/76dStkCUHrgLqAExBXZvEA,259053,3,4.32
2v6jmF6VQWS96x6tSg05IC,TAKE ALL THE LOVE,Arthur Nery,80,2021,Love,0.491,0.486,5,-6.588,1,0.0347,0.285,0.0,0.0976,0.262,82.411,audio_features,2v6jmF6VQWS96x6tSg05IC,spotify:track:2v6jmF6VQWS96x6tSg05IC,https://api.spotify.com/v1/tracks/2v6jmF6VQWS96x6tSg05IC,https://api.spotify.com/v1/audio-analysis/2v6jmF6VQWS96x6tSg05IC,206182,3,3.44
2o0EK9Is0ZEyuTWxSSIbRa,Love,Daughter,38,2012,Love,0.561,0.439,4,-13.478,1,0.0346,0.332,0.676,0.0916,0.135,133.967,audio_features,2o0EK9Is0ZEyuTWxSSIbRa,spotify:track:2o0EK9Is0ZEyuTWxSSIbRa,https://api.spotify.com/v1/tracks/2o0EK9Is0ZEyuTWxSSIbRa,https://api.spotify.com/v1/audio-analysis/2o0EK9Is0ZEyuTWxSSIbRa,344187,4,5.74
214nt20w5wOxJnY462klLw,Miss Americana & The Heartbreak Prince,Taylor Swift,82,2019,Love,0.662,0.747,11,-6.926,0,0.0736,0.028,0.00615,0.138,0.487,150.088,audio_features,214nt20w5wOxJnY462klLw,spotify:track:214nt20w5wOxJnY462klLw,https://api.spotify.com/v1/tracks/214nt20w5wOxJnY462klLw,https://api.spotify.com/v1/audio-analysis/214nt20w5wOxJnY462klLw,234147,4,3.9
5XIROml6NGQvRdDiEQ7Hy7,Love,Mica Levi,45,2014,Love,0.117,0.198,2,-18.46,0,0.0454,0.832,0.725,0.0952,0.0376,95.091,audio_features,5XIROml6NGQvRdDiEQ7Hy7,spotify:track:5XIROml6NGQvRdDiEQ7Hy7,https://api.spotify.com/v1/tracks/5XIROml6NGQvRdDiEQ7Hy7,https://api.spotify.com/v1/audio-analysis/5XIROml6NGQvRdDiEQ7Hy7,310040,4,5.17
1B62o4CbdL9ckGvwsz2cgn,Where's My Love,SYML,82,2019,Love,0.604,0.36,0,-10.109,0,0.0253,0.868,0.0343,0.112,0.37,103.985,audio_features,1B62o4CbdL9ckGvwsz2cgn,spotify:track:1B62o4CbdL9ckGvwsz2cgn,https://api.spotify.com/v1/tracks/1B62o4CbdL9ckGvwsz2cgn,https://api.spotify.com/v1/audio-analysis/1B62o4CbdL9ckGvwsz2cgn,202000,4,3.37
1wnugFeFGJ7VP45WcARGlD,Love,Yosuf,50,2023,Love,0.446,0.945,11,-4.406,0,0.0516,0.000197,0.0105,0.375,0.277,100.056,audio_features,1wnugFeFGJ7VP45WcARGlD,spotify:track:1wnugFeFGJ7VP45WcARGlD,https://api.spotify.com/v1/tracks/1wnugFeFGJ7VP45WcARGlD,https://api.spotify.com/v1/audio-analysis/1wnugFeFGJ7VP45WcARGlD,171599,4,2.86
3W4U7TEgILGpq0EmquurtH,Old Love,yuji,75,2022,Love,0.478,0.367,11,-10.513,1,0.0283,0.716,0.0,0.124,0.359,141.95,audio_features,3W4U7TEgILGpq0EmquurtH,spotify:track:3W4U7TEgILGpq0EmquurtH,https://api.spotify.com/v1/tracks/3W4U7TEgILGpq0EmquurtH,https://api.spotify.com/v1/audio-analysis/3W4U7TEgILGpq0EmquurtH,249382,3,4.16
6jXEyDzSfzZ68ZpsMcmOj1,Love,Keyshia Cole,38,2021,Love,0.691,0.517,2,-4.271,0,0.0285,0.0486,0.0,0.098,0.333,116.672,audio_features,6jXEyDzSfzZ68ZpsMcmOj1,spotify:track:6jXEyDzSfzZ68ZpsMcmOj1,https://api.spotify.com/v1/tracks/6jXEyDzSfzZ68ZpsMcmOj1,https://api.spotify.com/v1/audio-analysis/6jXEyDzSfzZ68ZpsMcmOj1,255173,4,4.25
6sA5C90cxNjaF6Mu1aoY2o,Love,Finding Hope,50,2017,Love,0.66,0.179,2,-13.461,0,0.0378,0.836,0.163,0.108,0.0709,82.953,audio_features,6sA5C90cxNjaF6Mu1aoY2o,spotify:track:6sA5C90cxNjaF6Mu1aoY2o,https://api.spotify.com/v1/tracks/6sA5C90cxNjaF6Mu1aoY2o,https://api.spotify.com/v1/audio-analysis/6sA5C90cxNjaF6Mu1aoY2o,256098,4,4.27
0cGG2EouYCEEC3xfa0tDFV,Tainted Love,Soft Cell,81,1981,Love,0.5,0.501,0,-8.284,0,0.0376,0.462,0.0,0.26,0.623,144.438,audio_features,0cGG2EouYCEEC3xfa0tDFV,spotify:track:0cGG2EouYCEEC3xfa0tDFV,https://api.spotify.com/v1/tracks/0cGG2EouYCEEC3xfa0tDFV,https://api.spotify.com/v1/audio-analysis/0cGG2EouYCEEC3xfa0tDFV,153800,4,2.56
0cif0x9Pl03qzN02YiwCzm,Love,Roger Creager,35,2000,Love,0.692,0.369,9,-8.465,1,0.0335,0.192,2.67e-05,0.102,0.612,96.825,audio_features,0cif0x9Pl03qzN02YiwCzm,spotify:track:0cif0x9Pl03qzN02YiwCzm,https://api.spotify.com/v1/tracks/0cif0x9Pl03qzN02YiwCzm,https://api.spotify.com/v1/audio-analysis/0cif0x9Pl03qzN02YiwCzm,230747,4,3.85
0ZVjgfaC2Ptrod9v6p9KFP,Good Love,Hannah Laing,76,2023,Love,0.775,0.817,1,-4.921,1,0.0656,0.127,0.00273,0.215,0.386,140.033,audio_features,0ZVjgfaC2Ptrod9v6p9KFP,spotify:track:0ZVjgfaC2Ptrod9v6p9KFP,https://api.spotify.com/v1/tracks/0ZVjgfaC2Ptrod9v6p9KFP,https://api.spotify.com/v1/audio-analysis/0ZVjgfaC2Ptrod9v6p9KFP,169535,4,2.83
1t8XIVuIxuXMbxrN4JgO4B,Love,Insane Clown Posse,37,2010,Love,0.774,0.909,11,-3.636,0,0.106,0.035,0.0,0.683,0.521,119.002,audio_features,1t8XIVuIxuXMbxrN4JgO4B,spotify:track:1t8XIVuIxuXMbxrN4JgO4B,https://api.spotify.com/v1/tracks/1t8XIVuIxuXMbxrN4JgO4B,https://api.spotify.com/v1/audio-analysis/1t8XIVuIxuXMbxrN4JgO4B,195960,4,3.27
3pHkh7d0lzM2AldUtz2x37,The Archer,Taylor Swift,82,2019,Love,0.292,0.574,0,-9.375,1,0.0401,0.12,0.00569,0.0663,0.166,124.344,audio_features,3pHkh7d0lzM2AldUtz2x37,spotify:track:3pHkh7d0lzM2AldUtz2x37,https://api.spotify.com/v1/tracks/3pHkh7d0lzM2AldUtz2x37,https://api.spotify.com/v1/audio-analysis/3pHkh7d0lzM2AldUtz2x37,211240,4,3.52
0goxmYT9xJYlcVLLo5MCfw,Love,Jerferah,35,2024,Love,0.73,0.209,1,-18.199,1,0.104,0.342,0.00275,0.359,0.249,158.766,audio_features,0goxmYT9xJYlcVLLo5MCfw,spotify:track:0goxmYT9xJYlcVLLo5MCfw,https://api.spotify.com/v1/tracks/0goxmYT9xJYlcVLLo5MCfw,https://api.spotify.com/v1/audio-analysis/0goxmYT9xJYlcVLLo5MCfw,145024,4,2.42
5rDXfGMWI6S8wkXR0MHsvv,love.,wave to earth,75,2023,Love,0.319,0.391,2,-9.758,1,0.0298,0.649,0.296,0.279,0.251,61.921,audio_features,5rDXfGMWI6S8wkXR0MHsvv,spotify:track:5rDXfGMWI6S8wkXR0MHsvv,https://api.spotify.com/v1/tracks/5rDXfGMWI6S8wkXR0MHsvv,https://api.spotify.com/v1/audio-analysis/5rDXfGMWI6S8wkXR0MHsvv,307750,4,5.13
1kSORioLYEnTW7VEuBAoFG,Love,The Art Of Noise,43,1986,Love,0.733,0.374,9,-10.322,1,0.0519,0.258,0.775,0.0879,0.502,136.498,audio_features,1kSORioLYEnTW7VEuBAoFG,spotify:track:1kSORioLYEnTW7VEuBAoFG,https://api.spotify.com/v1/tracks/1kSORioLYEnTW7VEuBAoFG,https://api.spotify.com/v1/audio-analysis/1kSORioLYEnTW7VEuBAoFG,421093,4,7.02
22mek4IiqubGD9ctzxc69s,How Deep Is Your Love,Calvin Harris,82,2015,Love,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,audio_features,22mek4IiqubGD9ctzxc69s,spotify:track:22mek4IiqubGD9ctzxc69s,https://api.spotify.com/v1/tracks/22mek4IiqubGD9ctzxc69s,https://api.spotify.com/v1/audio-analysis/22mek4IiqubGD9ctzxc69s,212640,4,3.54
3f3LIPVIMkRi5G11KtRvpl,Love,Air,48,2009,Love,0.758,0.511,6,-8.199,1,0.179,0.113,0.155,0.0796,0.42,102.5,audio_features,3f3LIPVIMkRi5G11KtRvpl,spotify:track:3f3LIPVIMkRi5G11KtRvpl,https://api.spotify.com/v1/tracks/3f3LIPVIMkRi5G11KtRvpl,https://api.spotify.com/v1/audio-analysis/3f3LIPVIMkRi5G11KtRvpl,163187,4,2.72
5cP9NzG78Jg6fASwopSPfn,Love,Keyshia Cole,37,2023,Love,0.691,0.517,2,-4.271,0,0.0285,0.0486,0.0,0.098,0.333,116.672,audio_features,5cP9NzG78Jg6fASwopSPfn,spotify:track:5cP9NzG78Jg6fASwopSPfn,https://api.spotify.com/v1/tracks/5cP9NzG78Jg6fASwopSPfn,https://api.spotify.com/v1/audio-analysis/5cP9NzG78Jg6fASwopSPfn,255173,4,4.25
4NeOWqHmlrGRuBvsLJC9rL,My Love (feat. T.I.),Justin Timberlake,77,2006,Love,0.771,0.68,11,-5.881,0,0.224,0.277,1.18e-05,0.682,0.808,119.952,audio_features,4NeOWqHmlrGRuBvsLJC9rL,spotify:track:4NeOWqHmlrGRuBvsLJC9rL,https://api.spotify.com/v1/tracks/4NeOWqHmlrGRuBvsLJC9rL,https://api.spotify.com/v1/audio-analysis/4NeOWqHmlrGRuBvsLJC9rL,276160,4,4.6
0A3vD4ErvR6j3PakvY6EBC,Love,Nancy Adams,39,2000,Love,0.175,0.353,3,-12.628,1,0.0376,0.822,0.000664,0.1,0.527,77.958,audio_features,0A3vD4ErvR6j3PakvY6EBC,spotify:track:0A3vD4ErvR6j3PakvY6EBC,https://api.spotify.com/v1/tracks/0A3vD4ErvR6j3PakvY6EBC,https://api.spotify.com/v1/audio-analysis/0A3vD4ErvR6j3PakvY6EBC,112013,4,1.87
2GiJYvgVaD2HtM8GqD9EgQ,Electric Love,BØRNS,81,2015,Love,0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,audio_features,2GiJYvgVaD2HtM8GqD9EgQ,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,https://api.spotify.com/v1/tracks/2GiJYvgVaD2HtM8GqD9EgQ,https://api.spotify.com/v1/audio-analysis/2GiJYvgVaD2HtM8GqD9EgQ,218107,4,3.64
19JGGa650tsqN5Qz2P4TXN,Love,Shaquees,38,2021,Love,0.543,0.518,0,-9.125,0,0.428,0.015,0.0,0.134,0.299,179.915,audio_features,19JGGa650tsqN5Qz2P4TXN,spotify:track:19JGGa650tsqN5Qz2P4TXN,https://api.spotify.com/v1/tracks/19JGGa650tsqN5Qz2P4TXN,https://api.spotify.com/v1/audio-analysis/19JGGa650tsqN5Qz2P4TXN,202757,4,3.38
2P4OICZRVAQcYAV2JReRfj,Waiting For Love,Avicii,82,2015,Love,0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999,audio_features,2P4OICZRVAQcYAV2JReRfj,spotify:track:2P4OICZRVAQcYAV2JReRfj,https://api.spotify.com/v1/tracks/2P4OICZRVAQcYAV2JReRfj,https://api.spotify.com/v1/audio-analysis/2P4OICZRVAQcYAV2JReRfj,230613,4,3.84
4SbyspTyB4sHhpOcTLgawJ,Love,Keyshia Cole,36,2021,Love,0.691,0.517,2,-4.271,0,0.0285,0.0486,0.0,0.098,0.333,116.672,audio_features,4SbyspTyB4sHhpOcTLgawJ,spotify:track:4SbyspTyB4sHhpOcTLgawJ,https://api.spotify.com/v1/tracks/4SbyspTyB4sHhpOcTLgawJ,https://api.spotify.com/v1/audio-analysis/4SbyspTyB4sHhpOcTLgawJ,255173,4,4.25
0U10zFw4GlBacOy9VDGfGL,We Found Love,Rihanna,80,2011,Love,0.735,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.985,audio_features,0U10zFw4GlBacOy9VDGfGL,spotify:track:0U10zFw4GlBacOy9VDGfGL,https://api.spotify.com/v1/tracks/0U10zFw4GlBacOy9VDGfGL,https://api.spotify.com/v1/audio-analysis/0U10zFw4GlBacOy9VDGfGL,215227,4,3.59
08gmGkTgzLbGiNUWSLUs5B,Love,Keyshia Cole,36,2023,Love,0.691,0.517,2,-4.271,0,0.0285,0.0486,0.0,0.098,0.333,116.672,audio_features,08gmGkTgzLbGiNUWSLUs5B,spotify:track:08gmGkTgzLbGiNUWSLUs5B,https://api.spotify.com/v1/tracks/08gmGkTgzLbGiNUWSLUs5B,https://api.spotify.com/v1/audio-analysis/08gmGkTgzLbGiNUWSLUs5B,255173,4,4.25
23L5CiUhw2jV1OIMwthR3S,In the Name of Love,Martin Garrix,80,2016,Love,0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99,audio_features,23L5CiUhw2jV1OIMwthR3S,spotify:track:23L5CiUhw2jV1OIMwthR3S,https://api.spotify.com/v1/tracks/23L5CiUhw2jV1OIMwthR3S,https://api.spotify.com/v1/audio-analysis/23L5CiUhw2jV1OIMwthR3S,195707,4,3.26
4ervU0FVYQUk3fIP5vWa9F,Love,Keyshia Cole,38,2021,Love,0.691,0.517,2,-4.271,0,0.0285,0.0486,0.0,0.098,0.333,116.672,audio_features,4ervU0FVYQUk3fIP5vWa9F,spotify:track:4ervU0FVYQUk3fIP5vWa9F,https://api.spotify.com/v1/tracks/4ervU0FVYQUk3fIP5vWa9F,https://api.spotify.com/v1/audio-analysis/4ervU0FVYQUk3fIP5vWa9F,255173,4,4.25
3P2ubMyuL9NQOVU67TVCXA,"Love, Love",Melody,72,2023,Love,0.875,0.703,7,-3.644,1,0.0568,0.352,0.0,0.326,0.971,142.064,audio_features,3P2ubMyuL9NQOVU67TVCXA,spotify:track:3P2ubMyuL9NQOVU67TVCXA,https://api.spotify.com/v1/tracks/3P2ubMyuL9NQOVU67TVCXA,https://api.spotify.com/v1/audio-analysis/3P2ubMyuL9NQOVU67TVCXA,133385,4,2.22
3Qz8KUlqMqUEE7GsqF4ytm,Love,Wildlife A,34,2023,Love,0.313,0.438,0,-23.486,1,0.0548,0.932,0.862,0.106,0.038,64.069,audio_features,3Qz8KUlqMqUEE7GsqF4ytm,spotify:track:3Qz8KUlqMqUEE7GsqF4ytm,https://api.spotify.com/v1/tracks/3Qz8KUlqMqUEE7GsqF4ytm,https://api.spotify.com/v1/audio-analysis/3Qz8KUlqMqUEE7GsqF4ytm,123333,4,2.06
4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,Selena Gomez,81,2020,Love,0.488,0.343,4,-8.985,1,0.0436,0.556,0.0,0.21,0.0978,102.819,audio_features,4l0Mvzj72xxOpRrp6h8nHi,spotify:track:4l0Mvzj72xxOpRrp6h8nHi,https://api.spotify.com/v1/tracks/4l0Mvzj72xxOpRrp6h8nHi,https://api.spotify.com/v1/audio-analysis/4l0Mvzj72xxOpRrp6h8nHi,206459,4,3.44
2lMOSlE1NPDrZ93kJIos48,Love,Floating Ollie,42,2023,Love,0.12,0.0981,11,-25.53,0,0.0435,0.885,0.943,0.113,0.0357,95.673,audio_features,2lMOSlE1NPDrZ93kJIos48,spotify:track:2lMOSlE1NPDrZ93kJIos48,https://api.spotify.com/v1/tracks/2lMOSlE1NPDrZ93kJIos48,https://api.spotify.com/v1/audio-analysis/2lMOSlE1NPDrZ93kJIos48,62572,3,1.04
0sftzYE0YgPHXrvJyUyGjB,Deep In Your Love,Alok,79,2024,Love,0.602,0.841,7,-5.553,1,0.0357,0.00888,0.00029,0.0623,0.563,130.052,audio_features,0sftzYE0YgPHXrvJyUyGjB,spotify:track:0sftzYE0YgPHXrvJyUyGjB,https://api.spotify.com/v1/tracks/0sftzYE0YgPHXrvJyUyGjB,https://api.spotify.com/v1/audio-analysis/0sftzYE0YgPHXrvJyUyGjB,144500,4,2.41
